Metric,Analysis,Test_Type,p_value,Effect_Size,Significance,Good_Metric_N,Good_Metric_MOCA_Mean,Good_Metric_MOCA_Std,Bad_Metric_N,Bad_Metric_MOCA_Mean,Bad_Metric_MOCA_Std,Good_Normal,Bad_Normal,Good_MOCA_N,Good_MOCA_Metric_Mean,Good_MOCA_Metric_Std,Bad_MOCA_N,Bad_MOCA_Metric_Mean,Bad_MOCA_Metric_Std
Rolloff_SE_VLF,MOCA_to_Metric,Mann-Whitney,0.8900987030474075,0.018302297288387344,ns,,,,,,,False,False,49.0,0.061798469387755094,0.006191221199339233,8.0,0.06162109375,0.0070428661486762354
Rolloff_rSO2_VLF,MOCA_to_Metric,Mann-Whitney,0.3883750651187007,0.1142499143341769,ns,,,,,,,False,True,49.0,0.05774872448979591,0.006571013696183369,8.0,0.056249999999999994,0.00542874397634612
SE_to_rSO2_Causality_VLF,MOCA_to_Metric,Mann-Whitney,0.4807739053100644,0.10072262586769312,ns,,,,,,,False,False,41.0,0.06329754140616209,0.07579439432008692,8.0,0.16402388368061063,0.2771691378802702
rSO2_to_SE_Causality_VLF,MOCA_to_Metric,Mann-Whitney,0.07357195649878576,0.26672805524355625,ns,,,,,,,False,False,39.0,0.07799507056992756,0.12022196490383831,6.0,0.23578433031292026,0.2825408942958127
Bidirectional_Causality_VLF,MOCA_to_Metric,Mann-Whitney,0.150188915039217,0.20987995925857522,ns,,,,,,,False,False,40.0,0.09780401730280344,0.18787098117807585,7.0,0.2108590582546639,0.23603267059236457
Lx_VLF,MOCA_to_Metric,Mann-Whitney,0.08282699440827836,0.2297419389908374,ns,,,,,,,False,True,49.0,0.2288121164518496,0.525141308927614,8.0,0.56961006995488,0.3417244906749244
PhaseDiff_VLF,MOCA_to_Metric,t-test,0.6368145422286319,0.18105002906832846,ns,,,,,,,True,True,49.0,-0.020144001168613195,0.3279006752086545,8.0,0.04082282396783454,0.39202103245048187
AmplitudeCorr_VLF,MOCA_to_Metric,Mann-Whitney,0.4487656986284243,0.10032993496399428,ns,,,,,,,False,True,49.0,0.2674389799523905,0.33227903903215406,8.0,0.36212773062909553,0.3679061387211338
PhaseAmpCoupling_VLF,MOCA_to_Metric,Mann-Whitney,0.182504568966395,0.17657115623703784,ns,,,,,,,False,True,49.0,0.04141194579881625,0.04721751184832618,8.0,0.04778943431982402,0.04014555173888959
TransferGain_VLF,MOCA_to_Metric,Mann-Whitney,0.20650812292380138,0.1673183153039237,ns,,,,,,,False,True,49.0,0.3367300315459583,0.28036371486658196,8.0,0.40388874547222087,0.21727365735692614
TransferPhase_VLF,MOCA_to_Metric,t-test,0.5711603400975644,0.21726336820718592,ns,,,,,,,True,True,49.0,0.0024367386458435743,47.44989419194005,8.0,-10.259416645205665,45.71251108391374
TransferCoherence_VLF,MOCA_to_Metric,Mann-Whitney,0.07083833401725802,0.23927841696742336,ns,,,,,,,False,True,49.0,0.23675333924357495,0.21460793839374356,8.0,0.3015091998096866,0.15612497526675462
TransferPhaseLead_VLF,MOCA_to_Metric,t-test,0.5848339870207604,0.2095671967689574,ns,,,,,,,True,True,49.0,0.4923469387755102,0.2526938692944001,8.0,0.439453125,0.2503398220553343
TransferGainVariability_VLF,MOCA_to_Metric,Mann-Whitney,0.6600458436056311,0.05825953885885379,ns,,,,,,,False,True,49.0,0.16726332407090128,0.12794768230782833,8.0,0.1483038181353596,0.056383791331922624
TransferPhaseVariability_VLF,MOCA_to_Metric,t-test,0.12122134871648034,0.6002067969332523,ns,,,,,,,True,True,49.0,79.40410458393328,31.875537788879114,8.0,99.40726646868444,41.94881706696397
PhaseMargin_VLF,MOCA_to_Metric,t-test,0.57116034009756,0.21726336820718845,ns,,,,,,,True,True,49.0,180.00243673864586,47.449894191940004,8.0,169.74058335479424,45.7125110839136
GainMargin_VLF,MOCA_to_Metric,t-test,0.26485886554764465,0.429549239139791,ns,,,,,,,True,True,49.0,11.18350499255808,5.149229132609114,8.0,8.991622587314323,4.771856290674634
AutoregulationEfficiency_VLF,MOCA_to_Metric,Mann-Whitney,0.07083833401725802,0.23927841696742336,ns,,,,,,,False,True,49.0,0.16452418008075465,0.12884831650981277,8.0,0.20596596231183387,0.08201453988951096
WaveletCoherence_VLF,MOCA_to_Metric,Mann-Whitney,0.4625200245598634,0.09731386971590131,ns,,,,,,,False,True,49.0,0.3834528473011219,0.22714992377490642,8.0,0.45147394871269986,0.23292889912822015
WaveletPhase_VLF,MOCA_to_Metric,t-test,0.5854930410077447,0.20919844983405153,ns,,,,,,,True,True,49.0,-8.037142693115397,33.29664984916138,8.0,-1.3275095245623065,21.91357266569529
PLV_VLF,MOCA_to_Metric,t-test,0.6920427112441789,0.15183374104037808,ns,,,,,,,True,True,49.0,0.3301196928551476,0.16664716027432952,8.0,0.356140822164782,0.20084551780410748
PPC_VLF,MOCA_to_Metric,Mann-Whitney,0.8657991920565671,0.022384167321242376,ns,,,,,,,False,False,49.0,0.13585636052254235,0.13227818437373323,8.0,0.16181534779501566,0.18700600251782531
wPLI_VLF,MOCA_to_Metric,Mann-Whitney,0.6437469178190016,0.06125516634297117,ns,,,,,,,False,True,49.0,0.5102065970292585,0.29603997944456384,8.0,0.5639370516846005,0.34122186242736174
