Metric,Analysis,Test_Type,p_value,Effect_Size,Significance,Good_Metric_N,Good_Metric_MOCA_Mean,Good_Metric_MOCA_Std,Bad_Metric_N,Bad_Metric_MOCA_Mean,Bad_Metric_MOCA_Std,Good_Normal,Bad_Normal
AmplitudeCorr_Endothelial,Metric_to_MOCA,Mann-Whitney,0.1578908393732159,0.18705056797072653,ns,26,-0.9230769230769231,1.8313509095326745,31,-0.25806451612903225,1.8433256528257806,False,True
TransferCoherence_Endothelial,Metric_to_MOCA,Mann-Whitney,0.6681445573689593,0.056782156795342764,ns,5,-1.0,2.1213203435596424,52,-0.5192307692307693,1.8416785248350518,True,False
TransferPhaseVariability_Endothelial,Metric_to_MOCA,Mann-Whitney,0.2625178567834172,0.148408531389176,ns,45,-0.4,1.8512894768978534,12,-1.1666666666666667,1.8006732747570402,False,True
WaveletCoherence_Endothelial,Metric_to_MOCA,t-test,0.2569136568170387,0.3616422932430956,ns,13,-1.0769230769230769,2.0599975105785306,44,-0.4090909090909091,1.7825795499804369,True,True
PLV_Endothelial,Metric_to_MOCA,Mann-Whitney,0.43019825688253643,0.10448605792119403,ns,43,-0.6976744186046512,1.8712725962745531,14,-0.14285714285714285,1.7913099142223294,False,False
wPLI_Endothelial,Metric_to_MOCA,Mann-Whitney,0.946231772923567,0.008932588537083477,ns,44,-0.5681818181818182,1.9457494194738088,13,-0.5384615384615384,1.5607361839521232,False,False
COx_SingleHemisphere_LF,Metric_to_MOCA,t-test,0.0938866235961993,0.48576527769353695,ns,18,-1.1666666666666667,1.9174124721184262,39,-0.28205128205128205,1.7762870493001606,True,True
COx_Window_SE_rSO2_LF,Metric_to_MOCA,t-test,0.3056706837041775,0.27915548579175903,ns,23,-0.8695652173913043,1.8415494421345535,34,-0.35294117647058826,1.856721661899885,True,True
XCorr_MaxCorr_LF,Metric_to_MOCA,t-test,0.45630773722799467,0.21378099469583642,ns,18,-0.8333333333333334,2.148871112659745,39,-0.4358974358974359,1.7136429615675766,True,True
XCorr_OptimalLag_LF,Metric_to_MOCA,t-test,0.7196067709242887,0.10137579394646862,ns,21,-0.7142857142857143,1.8746428231227712,32,-0.53125,1.7594789367969876,True,True
XCorr_Width_LF,Metric_to_MOCA,Mann-Whitney,0.668242775628634,0.05676428329802659,ns,29,-0.6551724137931034,1.9137820085774344,28,-0.4642857142857143,1.8152061990235555,False,True
SE_Power_LF,Metric_to_MOCA,t-test,0.8565274068707985,0.04812692499273083,ns,29,-0.5172413793103449,1.9752158951649603,28,-0.6071428571428571,1.7499055152119818,True,True
